func_name,arg_pos,pointer_depth,type,arg_name,array_size,inout,width,notes
glVertex4fv,-1,0,void,N/A,N/A,out,fixed,N/A
glVertex4fv,0,1,"const GLfloat *",v,???,???,???,???
glVertex4iv,-1,0,void,N/A,N/A,out,fixed,N/A
glVertex4iv,0,1,"const GLint *",v,???,???,???,???
glVertex4sv,-1,0,void,N/A,N/A,out,fixed,N/A
glVertex4sv,0,1,"const GLshort *",v,???,???,???,???
glVertexPointer,-1,0,void,N/A,N/A,out,fixed,N/A
glVertexPointer,0,0,GLint,size,N/A,in,fixed,??
glVertexPointer,1,0,GLenum,type,N/A,in,fixed,??
glVertexPointer,2,0,GLsizei,stride,N/A,in,fixed,??
glVertexPointer,3,1,"const void *",pointer,???,???,???,???
