func_name,arg_pos,pointer_depth,type,arg_name,array_size,inout,width,notes
glPatchParameterfv,-1,0,void,N/A,N/A,out,fixed,N/A
glPatchParameterfv,0,0,GLenum,pname,N/A,in,fixed,??
glPatchParameterfv,1,1,"const GLfloat *",values,???,???,???,???
