func_name,arg_pos,pointer_depth,type,arg_name,array_size,inout,width,notes
glColor3uiv,-1,0,void,N/A,N/A,out,fixed,N/A
glColor3uiv,0,1,"const GLuint *",v,???,???,???,???
glColor3usv,-1,0,void,N/A,N/A,out,fixed,N/A
glColor3usv,0,1,"const GLushort *",v,???,???,???,???
glColor4bv,-1,0,void,N/A,N/A,out,fixed,N/A
glColor4bv,0,1,"const GLbyte *",v,???,???,???,???
glColor4dv,-1,0,void,N/A,N/A,out,fixed,N/A
glColor4dv,0,1,"const GLdouble *",v,???,???,???,???
glColor4fv,-1,0,void,N/A,N/A,out,fixed,N/A
glColor4fv,0,1,"const GLfloat *",v,???,???,???,???
glColor4iv,-1,0,void,N/A,N/A,out,fixed,N/A
glColor4iv,0,1,"const GLint *",v,???,???,???,???
glColor4sv,-1,0,void,N/A,N/A,out,fixed,N/A
glColor4sv,0,1,"const GLshort *",v,???,???,???,???
glColor4ubv,-1,0,void,N/A,N/A,out,fixed,N/A
glColor4ubv,0,1,"const GLubyte *",v,???,???,???,???
glColor4uiv,-1,0,void,N/A,N/A,out,fixed,N/A
glColor4uiv,0,1,"const GLuint *",v,???,???,???,???
glColor4usv,-1,0,void,N/A,N/A,out,fixed,N/A
glColor4usv,0,1,"const GLushort *",v,???,???,???,???
glColorPointer,-1,0,void,N/A,N/A,out,fixed,N/A
glColorPointer,0,0,GLint,size,N/A,in,fixed,??
glColorPointer,1,0,GLenum,type,N/A,in,fixed,??
glColorPointer,2,0,GLsizei,stride,N/A,in,fixed,??
glColorPointer,3,1,"const void *",pointer,???,???,???,???
